created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,latitude,longitude,elevation,status
2024-03-16T13:07:07-05:00,24,118.40000,0.02200,2.60480,0.01200,60.00000,0.00000,2.60480,,,,
2024-03-16T13:09:10-05:00,25,118.40000,0.02200,2.60480,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:09:42-05:00,26,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:09:59-05:00,27,118.40000,0.02100,0.00000,0.16800,59.90000,0.00000,2.48640,,,,
2024-03-16T13:10:16-05:00,28,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:10:33-05:00,29,118.30000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60260,,,,
2024-03-16T13:10:50-05:00,30,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:11:07-05:00,31,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:11:24-05:00,32,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:11:40-05:00,33,118.40000,0.02100,0.00000,0.16800,59.90000,0.00000,2.48640,,,,
2024-03-16T13:11:57-05:00,34,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:12:14-05:00,35,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:12:31-05:00,36,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:12:48-05:00,37,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:13:05-05:00,38,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:13:21-05:00,39,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:13:38-05:00,40,118.40000,0.02100,0.00000,0.16800,59.90000,0.00000,2.48640,,,,
2024-03-16T13:13:55-05:00,41,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:14:12-05:00,42,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:14:29-05:00,43,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:14:47-05:00,44,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:15:04-05:00,45,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:15:21-05:00,46,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:15:38-05:00,47,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:15:54-05:00,48,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:16:11-05:00,49,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:16:28-05:00,50,118.40000,0.02100,0.00000,0.16800,59.90000,0.00000,2.48640,,,,
2024-03-16T13:16:45-05:00,51,118.40000,0.02100,0.00000,0.16800,59.90000,0.00000,2.48640,,,,
2024-03-16T13:17:02-05:00,52,118.40000,0.02100,0.00000,0.16800,60.00000,0.00000,2.48640,,,,
2024-03-16T13:17:19-05:00,53,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:17:36-05:00,54,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:17:53-05:00,55,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:18:10-05:00,56,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:18:28-05:00,57,118.40000,0.02100,0.00000,0.16800,60.00000,0.00000,2.48640,,,,
2024-03-16T13:18:45-05:00,58,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:19:02-05:00,59,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:19:19-05:00,60,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:19:36-05:00,61,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:19:53-05:00,62,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:20:10-05:00,63,118.50000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60700,,,,
2024-03-16T13:20:27-05:00,64,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:20:44-05:00,65,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:21:01-05:00,66,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:21:18-05:00,67,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:21:35-05:00,68,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:21:51-05:00,69,118.40000,0.02100,0.00000,0.16800,59.90000,0.00000,2.48640,,,,
2024-03-16T13:22:08-05:00,70,118.40000,0.02100,0.00000,0.16800,59.90000,0.00000,2.48640,,,,
2024-03-16T13:22:25-05:00,71,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:22:42-05:00,72,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:22:59-05:00,73,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:23:16-05:00,74,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:23:33-05:00,75,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:23:49-05:00,76,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:24:06-05:00,77,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:24:23-05:00,78,118.40000,0.02100,0.00000,0.16800,60.00000,0.00000,2.48640,,,,
2024-03-16T13:24:40-05:00,79,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:24:57-05:00,80,118.40000,0.02200,0.00000,0.16800,59.80000,0.00000,2.60480,,,,
2024-03-16T13:25:13-05:00,81,118.40000,0.02100,0.00000,0.16800,59.90000,0.00000,2.48640,,,,
2024-03-16T13:25:30-05:00,82,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:25:47-05:00,83,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:26:04-05:00,84,118.40000,0.02100,0.00000,0.16800,60.00000,0.00000,2.48640,,,,
2024-03-16T13:26:21-05:00,85,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:26:37-05:00,86,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:27:13-05:00,87,118.40000,0.02200,2.60480,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:27:30-05:00,88,118.40000,0.02200,2.60480,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:28:01-05:00,89,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:28:18-05:00,90,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:28:35-05:00,91,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:28:52-05:00,92,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:29:08-05:00,93,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:29:25-05:00,94,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:29:42-05:00,95,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:29:59-05:00,96,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:30:16-05:00,97,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:30:33-05:00,98,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:30:49-05:00,99,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:31:06-05:00,100,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:31:23-05:00,101,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:31:40-05:00,102,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:31:57-05:00,103,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:32:13-05:00,104,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:32:30-05:00,105,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:32:47-05:00,106,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:33:04-05:00,107,118.50000,0.02200,2.60700,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:33:21-05:00,108,118.50000,0.02200,2.60700,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:33:38-05:00,109,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:33:54-05:00,110,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:34:11-05:00,111,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:34:28-05:00,112,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:34:45-05:00,113,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:35:02-05:00,114,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:35:19-05:00,115,118.30000,0.02200,2.60260,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:35:36-05:00,116,118.40000,0.02100,2.48640,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:35:52-05:00,117,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:36:09-05:00,118,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:36:26-05:00,119,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:36:43-05:00,120,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:36:59-05:00,121,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:37:16-05:00,122,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:37:33-05:00,123,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:37:51-05:00,124,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:38:07-05:00,125,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:38:24-05:00,126,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:38:41-05:00,127,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:38:58-05:00,128,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:39:15-05:00,129,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:39:31-05:00,130,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:39:48-05:00,131,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:40:05-05:00,132,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:40:22-05:00,133,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:40:39-05:00,134,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:40:55-05:00,135,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:41:12-05:00,136,118.40000,0.02100,2.48640,0.16800,59.80000,1.00000,0.00000,,,,
2024-03-16T13:41:29-05:00,137,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:41:46-05:00,138,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:42:03-05:00,139,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:42:20-05:00,140,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:42:36-05:00,141,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:42:53-05:00,142,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:43:10-05:00,143,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:43:27-05:00,144,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:43:44-05:00,145,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:44:01-05:00,146,118.40000,0.02100,2.48640,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:44:17-05:00,147,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:44:34-05:00,148,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:44:51-05:00,149,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:45:08-05:00,150,118.40000,0.02200,2.60480,0.16800,60.00000,1.00000,0.00000,,,,
2024-03-16T13:45:25-05:00,151,118.40000,0.02200,2.60480,0.16800,59.90000,1.00000,0.00000,,,,
2024-03-16T13:45:59-05:00,152,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:46:16-05:00,153,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:46:33-05:00,154,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:46:50-05:00,155,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:47:07-05:00,156,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:47:24-05:00,157,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:47:40-05:00,158,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:47:57-05:00,159,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:48:14-05:00,160,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:48:31-05:00,161,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:48:48-05:00,162,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:49:04-05:00,163,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:49:21-05:00,164,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:49:38-05:00,165,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:49:55-05:00,166,118.40000,0.02100,0.00000,0.16800,59.90000,0.00000,2.48640,,,,
2024-03-16T13:50:12-05:00,167,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:50:28-05:00,168,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:50:45-05:00,169,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:51:02-05:00,170,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:51:19-05:00,171,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:51:36-05:00,172,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:51:52-05:00,173,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:52:09-05:00,174,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:52:26-05:00,175,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:52:43-05:00,176,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:53:00-05:00,177,118.40000,0.02100,0.00000,0.16800,60.00000,0.00000,2.48640,,,,
2024-03-16T13:53:16-05:00,178,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:53:33-05:00,179,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:53:50-05:00,180,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:54:07-05:00,181,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:54:24-05:00,182,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:54:41-05:00,183,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:54:57-05:00,184,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:55:14-05:00,185,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:55:31-05:00,186,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:55:48-05:00,187,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:56:05-05:00,188,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:56:22-05:00,189,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:56:39-05:00,190,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:56:57-05:00,191,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:57:14-05:00,192,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:57:31-05:00,193,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:57:47-05:00,194,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:58:04-05:00,195,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T13:58:21-05:00,196,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:58:38-05:00,197,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:58:55-05:00,198,118.30000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60260,,,,
2024-03-16T13:59:12-05:00,199,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T13:59:29-05:00,200,118.40000,0.02100,0.00000,0.16800,59.90000,0.00000,2.48640,,,,
2024-03-16T13:59:46-05:00,201,118.40000,0.02100,0.00000,0.16800,60.00000,0.00000,2.48640,,,,
2024-03-16T14:00:03-05:00,202,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T14:00:20-05:00,203,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T14:00:36-05:00,204,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T14:00:53-05:00,205,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T14:01:10-05:00,206,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T14:01:28-05:00,207,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T14:01:47-05:00,208,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T14:02:04-05:00,209,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T14:02:22-05:00,210,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T14:02:38-05:00,211,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T14:02:55-05:00,212,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T14:03:12-05:00,213,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T14:03:29-05:00,214,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T14:03:46-05:00,215,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T14:04:03-05:00,216,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T14:04:20-05:00,217,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T14:04:36-05:00,218,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T14:04:53-05:00,219,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T14:05:10-05:00,220,118.30000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60260,,,,
2024-03-16T14:05:27-05:00,221,118.40000,0.02100,0.00000,0.16800,60.00000,0.00000,2.48640,,,,
2024-03-16T14:05:43-05:00,222,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T14:06:00-05:00,223,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T14:06:17-05:00,224,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T14:06:34-05:00,225,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T14:06:51-05:00,226,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T14:07:08-05:00,227,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T14:07:44-05:00,228,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T14:08:01-05:00,229,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T14:08:18-05:00,230,118.40000,0.02100,0.00000,0.16800,59.90000,0.00000,2.48640,,,,
2024-03-16T14:08:34-05:00,231,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T14:08:51-05:00,232,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T14:09:08-05:00,233,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T14:09:25-05:00,234,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T14:09:42-05:00,235,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T14:09:59-05:00,236,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
2024-03-16T14:10:15-05:00,237,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T14:10:32-05:00,238,118.40000,0.02200,0.00000,0.16800,60.00000,0.00000,2.60480,,,,
2024-03-16T14:10:49-05:00,239,118.40000,0.02200,0.00000,0.16800,59.90000,0.00000,2.60480,,,,
